,album_name,track_title,track_n,lyric,line
680,Fearless (Taylor’s Version),Untouchable (Taylor’s Version),15,"Come on, come on",42
681,Fearless (Taylor’s Version),Untouchable (Taylor’s Version),15,"Come on, come on, oh, oh, oh",43
682,Fearless (Taylor’s Version),Untouchable (Taylor’s Version),15,It's like a million little stars spelling out your name,44
683,Fearless (Taylor’s Version),Untouchable (Taylor’s Version),15,"They're spelling out your name, oh",45
684,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,Once upon a time,1
685,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,I believe it was a Tuesday when I caught your eye,2
686,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,And we caught onto something,3
687,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,I hold on to the night,4
688,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,You looked me in the eye and told me you loved me,5
689,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,Were you just kidding?,6
690,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,'Cause it seems to me,7
691,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,"This thing is breaking down, we almost never speak",8
692,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,I don't feel welcome anymore,9
693,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,"What happened? Please, tell me",10
694,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,'Cause one second it was perfect,11
695,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,Now you're halfway out the door,12
696,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,"And I stare at the phone, he still hasn't called",13
697,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,And then you feel so low you can't feel nothing at all,14
698,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,"And you flashback to when he said, ""Forever and always""",15
699,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,And it rains in your bedroom,16
700,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,Everything is wrong,17
701,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,It rains when you're here and it rains when you're gone,18
702,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,"I was there when you said, ""Forever and always""",19
703,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,Was I out of line?,20
704,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,"Did I say something way too honest, made you run and hide",21
705,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,Like a scared little boy?,22
706,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,I looked into your eyes,23
707,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,"Thought I knew you for a minute, now I'm not so sure",24
708,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,So here's to everything coming down to nothing,25
709,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,Here's to silence that cuts me to the core,26
710,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,Where is this going?,27
711,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,"Thought I knew for a minute, but I don't anymore",28
712,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,"And I stare at the phone, he still hasn't called",29
713,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,And then you feel so low you can't feel nothing at all,30
714,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,"You flashback to when he said, ""Forever and always""",31
715,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,"Oh, and it rains in your bedroom",32
716,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,Everything is wrong,33
717,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,It rains when you're here and it rains when you're gone,34
718,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,"I was there when you said, ""Forever and always""",35
719,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,"You didn't mean it baby, I don't think so",36
720,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,"Oh, oh-oh, oh-oh-oh",37
721,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,"Oh-oh, oh-oh-oh",38
722,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,"Back up, baby, back up",39
723,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,Did you forget everythi-i-ing?,40
724,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,"Back up, baby, back up",41
725,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,Did you forget everythi-i-ing?,42
726,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,"Back up, baby, back up",43
727,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,"Please, back up, oh, back up",44
728,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,"Back up, baby, back up",45
729,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,'Cause it rains in your bedroom,46
730,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,Everything is wrong,47
731,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,It rains when you're here and it rains when you're gone,48
732,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,"I was there when you said, ""Forever and always""",49
733,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,"And I stare at the phone, he still hasn't called",50
734,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,And then you feel so low you can't feel nothing at all,51
735,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,You flashback to when we said forever and always,52
736,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,And it rains in your bedroom,53
737,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,Everything is wrong,54
738,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,It rains when you're here and it rains when you're gone,55
739,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,"I was there when you said, ""Forever and always""",56
740,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,You didn't mean it baby,57
741,Fearless (Taylor’s Version),Forever & Always (Piano Version) [Taylor’s Version],16,"You said, ""Forever and always,"" yeah",58
742,Fearless (Taylor’s Version),Come In With the Rain (Taylor’s Version),17,I could go back to every laugh,1
743,Fearless (Taylor’s Version),Come In With the Rain (Taylor’s Version),17,But I don't wanna go there anymore,2
744,Fearless (Taylor’s Version),Come In With the Rain (Taylor’s Version),17,And I know all the steps up to your door,3
745,Fearless (Taylor’s Version),Come In With the Rain (Taylor’s Version),17,But I don't wanna go there anymore,4
746,Fearless (Taylor’s Version),Come In With the Rain (Taylor’s Version),17,"Talk to the wind, talk to the sky",5
747,Fearless (Taylor’s Version),Come In With the Rain (Taylor’s Version),17,Talk to the man with the reasons why,6
748,Fearless (Taylor’s Version),Come In With the Rain (Taylor’s Version),17,And let me know what you find,7
749,Fearless (Taylor’s Version),Come In With the Rain (Taylor’s Version),17,I'll leave my window open,8
750,Fearless (Taylor’s Version),Come In With the Rain (Taylor’s Version),17,'Cause I'm too tired at night to call your name,9
751,Fearless (Taylor’s Version),Come In With the Rain (Taylor’s Version),17,Just know I'm right here hoping,10
752,Fearless (Taylor’s Version),Come In With the Rain (Taylor’s Version),17,That you'll come in with the rain,11
753,Fearless (Taylor’s Version),Come In With the Rain (Taylor’s Version),17,I could stand up and sing you a song,12
754,Fearless (Taylor’s Version),Come In With the Rain (Taylor’s Version),17,But I don't wanna have to go that far,13
755,Fearless (Taylor’s Version),Come In With the Rain (Taylor’s Version),17,"And I, I've got you down, I know you by heart",14
756,Fearless (Taylor’s Version),Come In With the Rain (Taylor’s Version),17,And you don't even know where I start,15
757,Fearless (Taylor’s Version),Come In With the Rain (Taylor’s Version),17,"Talk to yourself, talk to the tears",16
758,Fearless (Taylor’s Version),Come In With the Rain (Taylor’s Version),17,Talk to the man who put you here,17
759,Fearless (Taylor’s Version),Come In With the Rain (Taylor’s Version),17,And don't wait for the sky to clear,18
760,Fearless (Taylor’s Version),Come In With the Rain (Taylor’s Version),17,I'll leave my window open,19
761,Fearless (Taylor’s Version),Come In With the Rain (Taylor’s Version),17,"'Cause I'm too tired at night to call your name, oh",20
762,Fearless (Taylor’s Version),Come In With the Rain (Taylor’s Version),17,Just know I'm right here hoping,21
763,Fearless (Taylor’s Version),Come In With the Rain (Taylor’s Version),17,That you'll come in with the rain,22
764,Fearless (Taylor’s Version),Come In With the Rain (Taylor’s Version),17,"I've watched you so long, screamed your name",23
765,Fearless (Taylor’s Version),Come In With the Rain (Taylor’s Version),17,I don't know what else I can say,24
766,Fearless (Taylor’s Version),Come In With the Rain (Taylor’s Version),17,I'll leave my window open,25
767,Fearless (Taylor’s Version),Come In With the Rain (Taylor’s Version),17,'Cause I'm too tired at night for all these games,26
768,Fearless (Taylor’s Version),Come In With the Rain (Taylor’s Version),17,Just know I'm right here hoping,27
769,Fearless (Taylor’s Version),Come In With the Rain (Taylor’s Version),17,That you'll come in with the rain,28
770,Fearless (Taylor’s Version),Come In With the Rain (Taylor’s Version),17,I could go back to every laugh,29
771,Fearless (Taylor’s Version),Come In With the Rain (Taylor’s Version),17,But I don't wanna go there anymore,30
772,Fearless (Taylor’s Version),Superstar (Taylor’s Version),18,This is wrong but I can't help but feel like,1
773,Fearless (Taylor’s Version),Superstar (Taylor’s Version),18,There ain’t nothing more right babe,2
774,Fearless (Taylor’s Version),Superstar (Taylor’s Version),18,Misty morning comes again and I can't,3
775,Fearless (Taylor’s Version),Superstar (Taylor’s Version),18,Help but wish I could see your face,4
776,Fearless (Taylor’s Version),Superstar (Taylor’s Version),18,And I knew from the first note played,5
777,Fearless (Taylor’s Version),Superstar (Taylor’s Version),18,I'd be breaking all my rules to see you,6
778,Fearless (Taylor’s Version),Superstar (Taylor’s Version),18,You smile that beautiful smile and all the girls in the front row,7
779,Fearless (Taylor’s Version),Superstar (Taylor’s Version),18,Scream your name,8
780,Fearless (Taylor’s Version),Superstar (Taylor’s Version),18,"So dim that spotlight, tell me things like",9
781,Fearless (Taylor’s Version),Superstar (Taylor’s Version),18,I can't keep my eyes off of you,10
782,Fearless (Taylor’s Version),Superstar (Taylor’s Version),18,"I'm no one special, just another wide-eyed girl",11
783,Fearless (Taylor’s Version),Superstar (Taylor’s Version),18,Who's desperately in love with you,12
784,Fearless (Taylor’s Version),Superstar (Taylor’s Version),18,"Give me a photograph to hang on my wall, superstar",13
785,Fearless (Taylor’s Version),Superstar (Taylor’s Version),18,Morning lonelinеss,14
786,Fearless (Taylor’s Version),Superstar (Taylor’s Version),18,Comes around when I'm not dreaming about you,15
787,Fearless (Taylor’s Version),Superstar (Taylor’s Version),18,Whеn my world wakes up today,16
788,Fearless (Taylor’s Version),Superstar (Taylor’s Version),18,You'll be in another town,17
789,Fearless (Taylor’s Version),Superstar (Taylor’s Version),18,And I knew when I saw your face,18
790,Fearless (Taylor’s Version),Superstar (Taylor’s Version),18,I'd be counting down the ways to see you,19
791,Fearless (Taylor’s Version),Superstar (Taylor’s Version),18,You smile that beautiful smile and all the girls in the front row,20
792,Fearless (Taylor’s Version),Superstar (Taylor’s Version),18,Scream your name,21
793,Fearless (Taylor’s Version),Superstar (Taylor’s Version),18,"So dim that spotlight, tell me things like",22
794,Fearless (Taylor’s Version),Superstar (Taylor’s Version),18,I can't take my eyes off of you,23
795,Fearless (Taylor’s Version),Superstar (Taylor’s Version),18,"I'm no one special, just another wide-eyed girl",24
796,Fearless (Taylor’s Version),Superstar (Taylor’s Version),18,Who's desperately in love with you,25
797,Fearless (Taylor’s Version),Superstar (Taylor’s Version),18,"Give me a photograph to hang on my wall, superstar",26
798,Fearless (Taylor’s Version),Superstar (Taylor’s Version),18,"You played in bars, you play guitar",27
799,Fearless (Taylor’s Version),Superstar (Taylor’s Version),18,And I'm invisible and everyone knows who you are,28
800,Fearless (Taylor’s Version),Superstar (Taylor’s Version),18,"And you'll never see, you sing me to sleep",29
801,Fearless (Taylor’s Version),Superstar (Taylor’s Version),18,Every night from the radio,30
802,Fearless (Taylor’s Version),Superstar (Taylor’s Version),18,"So dim that spotlight, tell me things like",31
803,Fearless (Taylor’s Version),Superstar (Taylor’s Version),18,I can't take my eyes off of you,32
804,Fearless (Taylor’s Version),Superstar (Taylor’s Version),18,"I'm no one special, just another wide-eyed girl",33
805,Fearless (Taylor’s Version),Superstar (Taylor’s Version),18,Who's desperately in love with you,34
806,Fearless (Taylor’s Version),Superstar (Taylor’s Version),18,"Give me a photograph to hang on my wall, superstar",35
807,Fearless (Taylor’s Version),Superstar (Taylor’s Version),18,"Sweet, sweet superstar",36
808,Fearless (Taylor’s Version),Superstar (Taylor’s Version),18,Superstar,37
809,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,In the heat of the fight I walked away,1
810,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,Ignorin' words that you were sayin',2
811,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,Tryna make me stay,3
812,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,"I said, ""This time I've had enough""",4
813,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,And you've called a hundred times,5
814,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,But I'm not picking up,6
815,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,'Cause I'm so mad I might tell you that it's over,7
816,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,But if you look a little closer,8
817,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,"I said, ""Leave,"" but all I really want is you",9
818,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,To stand outside my window throwin' pebbles,10
819,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,"Screamin', ""I'm in love with you""",11
820,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,"Wait there in the pourin' rain, comin' back for more",12
821,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,And don't you leave 'cause I know,13
822,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,All I need is on the other side of the door,14
823,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,Me and my stupid pride are sittin' here alone,15
824,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,"Goin' through the photographs, starin' at the phone",16
825,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,I keep goin' back over things we both said,17
826,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,And I remember the slamming door,18
827,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,And all the things that I misread,19
828,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,"Oh, babe, if you know everything",20
829,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,Tell me why you couldn't see,21
830,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,"When I left, I wanted you to chase after me, yeah",22
831,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,"I said, ""Leave,"" but all I really want is you",23
832,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,To stand outside my window throwin' pebbles,24
833,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,"Screamin', ""I'm in love with you""",25
834,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,"Wait there in the pourin' rain, comin' back for more",26
835,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,And don't you leave 'cause I know,27
836,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,All I need is on the other side of the door,28
837,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,And I'll scream out the window,29
838,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,I can't even look at you,30
839,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,"I don't need you but I do, I do, I do",31
840,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,"I say, ""There's nothing you can say",32
841,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,"To make this right again, I mean it, I mean it""",33
842,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,But what I mean is,34
843,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,"I said, ""Leave,"" but, baby, all I want is you",35
844,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,To stand outside my window throwin' pebbles,36
845,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,"Screamin', ""I'm in love with you""",37
846,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,"Wait there in the pourin' rain, comin' back for more",38
847,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,And don't you leave 'cause I know,39
848,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,All I need is on the other side of the door,40
849,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,With your face and the beautiful eyes,41
850,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,And the conversation with the little white lies,42
851,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,And the faded picture of a beautiful night,43
852,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,You carried me from your car up the stairs,44
853,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,"And I broke down crying, was she worth this mess?",45
854,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,After everything and that little black dress,46
855,Fearless (Taylor’s Version),The Other Side of the Door (Taylor’s Version),19,"After everything I must confess, I need you",47
856,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,Today was a fairytale,1
857,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,You were the prince,2
858,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,I used to be a damsel in distress,3
859,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,You took me by the hand and you picked me up at six,4
860,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,Today was a fairytale,5
861,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,Today was a fairytale,6
862,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,Today was a fairytale,7
863,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,I wore a dress,8
864,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,You wore a dark gray t-shirt,9
865,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,You told me I was pretty when I looked like a mess,10
866,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,Today was a fairytale,11
867,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,Time slows down,12
868,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,Whenever you're around,13
869,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,Can you feel this magic in the air?,14
870,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,It must have been the way you kissed me,15
871,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,Fell in love when I saw you standing there,16
872,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,It must have been the way,17
873,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,Today was a fairytale,18
874,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,It must have been the way,19
875,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,Today was a fairytale,20
876,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,Today was a fairytale,21
877,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,You've got a smile,22
878,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,That takes me to another planet,23
879,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,"Every move you make, everything you say is right",24
880,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,Today was a fairytale,25
881,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,Today was a fairytale,26
882,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,All that I can say,27
883,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,Is now it's getting so much clearer,28
884,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,Nothing made sense 'til the time I saw your face,29
885,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,Today was a fairytale,30
886,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,Time slows down,31
887,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,"Whenever you're around, yeah",32
888,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,But can you feel this magic in the air?,33
889,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,It must have been the way you kissed me,34
890,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,Fell in love when I saw you standing there,35
891,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,It must have been the way,36
892,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,Today was a fairytale,37
893,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,It must have been the way,38
894,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,Today was a fairytale,39
895,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,Time slows down,40
896,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,Whenever you're around,41
897,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,I can feel my heart,42
898,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,It's beating in my chest,43
899,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,Did you feel it?,44
900,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,I can't put this down,45
901,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,But can you feel this magic in the air?,46
902,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,It must have been the way you kissed me,47
903,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,Fell in love when I saw you standing there,48
904,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,It must have been the way,49
905,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,But can you feel this magic in the air?,50
906,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,It must have been the way you kissed me,51
907,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,Fell in love when I saw you standing there,52
908,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,It must have been the way,53
909,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,Today was a fairytale,54
910,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,It must have been the way,55
911,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,Today was a fairytale,56
912,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,"Oh, oh, yeah, oh-oh",57
913,Fearless (Taylor’s Version),Today Was a Fairytale (Taylor’s Version),20,Today was a fairytale,58
914,Fearless (Taylor’s Version),You All Over Me (Taylor’s Version) [From the Vault],21,Once the last drop of rain has dried off the pavement,1
915,Fearless (Taylor’s Version),You All Over Me (Taylor’s Version) [From the Vault],21,"Shouldn't I find a stain, but I never do",2
916,Fearless (Taylor’s Version),You All Over Me (Taylor’s Version) [From the Vault],21,The way the tires turn stones on old county roads,3
917,Fearless (Taylor’s Version),You All Over Me (Taylor’s Version) [From the Vault],21,"They leave 'em muddy underneath, reminds me of you",4
918,Fearless (Taylor’s Version),You All Over Me (Taylor’s Version) [From the Vault],21,You find graffiti on the walls of old bathroom stalls,5
919,Fearless (Taylor’s Version),You All Over Me (Taylor’s Version) [From the Vault],21,"You know, you can scratch it right off, it's how it used to be",6
920,Fearless (Taylor’s Version),You All Over Me (Taylor’s Version) [From the Vault],21,"But like the dollar in your pocket, it's been spent and traded in",7
921,Fearless (Taylor’s Version),You All Over Me (Taylor’s Version) [From the Vault],21,"You can't change where it's been, reminds me of me",8
922,Fearless (Taylor’s Version),You All Over Me (Taylor’s Version) [From the Vault],21,"I lived, and I learned, had you, got burned",9
923,Fearless (Taylor’s Version),You All Over Me (Taylor’s Version) [From the Vault],21,"Held out, and held on",10
924,Fearless (Taylor’s Version),You All Over Me (Taylor’s Version) [From the Vault],21,"God knows, too long, and wasted time",11
925,Fearless (Taylor’s Version),You All Over Me (Taylor’s Version) [From the Vault],21,"Lost tears, swore that I'd get out of here",12
926,Fearless (Taylor’s Version),You All Over Me (Taylor’s Version) [From the Vault],21,But no amount of freedom gets you clean,13
927,Fearless (Taylor’s Version),You All Over Me (Taylor’s Version) [From the Vault],21,I've still got you all over me,14
928,Fearless (Taylor’s Version),You All Over Me (Taylor’s Version) [From the Vault],21,The best and worst day of June,15
929,Fearless (Taylor’s Version),You All Over Me (Taylor’s Version) [From the Vault],21,Was the one that I met you,16
930,Fearless (Taylor’s Version),You All Over Me (Taylor’s Version) [From the Vault],21,With your hands in your pockets,17
931,Fearless (Taylor’s Version),You All Over Me (Taylor’s Version) [From the Vault],21,"And your ""Don't you wish you had me?"" grin",18
932,Fearless (Taylor’s Version),You All Over Me (Taylor’s Version) [From the Vault],21,"Well I did, so I smiled",19
933,Fearless (Taylor’s Version),You All Over Me (Taylor’s Version) [From the Vault],21,And I melted like a child,20
934,Fearless (Taylor’s Version),You All Over Me (Taylor’s Version) [From the Vault],21,Now every breath of air I breathe reminds me of then,21
935,Fearless (Taylor’s Version),You All Over Me (Taylor’s Version) [From the Vault],21,"And I lived, and I learned, had you, got burned",22
936,Fearless (Taylor’s Version),You All Over Me (Taylor’s Version) [From the Vault],21,"Held out, and held on",23
937,Fearless (Taylor’s Version),You All Over Me (Taylor’s Version) [From the Vault],21,"God knows, too long, and wasted time",24
938,Fearless (Taylor’s Version),You All Over Me (Taylor’s Version) [From the Vault],21,"Lost tears, swore that I'd get out of here",25
939,Fearless (Taylor’s Version),You All Over Me (Taylor’s Version) [From the Vault],21,But no amount of freedom gets you clean,26
940,Fearless (Taylor’s Version),You All Over Me (Taylor’s Version) [From the Vault],21,I've still got you all over me,27
941,Fearless (Taylor’s Version),You All Over Me (Taylor’s Version) [From the Vault],21,"I lived, and I learned",28
942,Fearless (Taylor’s Version),You All Over Me (Taylor’s Version) [From the Vault],21,And found out what it was to turn around,29
943,Fearless (Taylor’s Version),You All Over Me (Taylor’s Version) [From the Vault],21,And see that we,30
944,Fearless (Taylor’s Version),You All Over Me (Taylor’s Version) [From the Vault],21,Were never really meant to be,31
