,album_name,track_title,track_n,lyric,line
0,Taylor Swift,Tim McGraw,1,He said the way my blue eyes shined,1
1,Taylor Swift,Tim McGraw,1,Put those Georgia stars to shame that night,2
2,Taylor Swift,Tim McGraw,1,"I said, ""That's a lie""",3
3,Taylor Swift,Tim McGraw,1,Just a boy in a Chevy truck,4
4,Taylor Swift,Tim McGraw,1,That had a tendency of gettin' stuck,5
5,Taylor Swift,Tim McGraw,1,On back roads at night,6
6,Taylor Swift,Tim McGraw,1,And I was right there beside him all summer long,7
7,Taylor Swift,Tim McGraw,1,And then the time we woke up to find that summer gone,8
8,Taylor Swift,Tim McGraw,1,But when you think Tim McGraw,9
9,Taylor Swift,Tim McGraw,1,I hope you think my favorite song,10
10,Taylor Swift,Tim McGraw,1,The one we danced to all night long,11
11,Taylor Swift,Tim McGraw,1,The moon like a spotlight on the lake,12
12,Taylor Swift,Tim McGraw,1,When you think happiness,13
13,Taylor Swift,Tim McGraw,1,I hope you think that little black dress,14
14,Taylor Swift,Tim McGraw,1,Think of my head on your chest,15
15,Taylor Swift,Tim McGraw,1,And my old faded blue jeans,16
16,Taylor Swift,Tim McGraw,1,When you think Tim McGraw,17
17,Taylor Swift,Tim McGraw,1,I hope you think of me,18
18,Taylor Swift,Tim McGraw,1,September saw a month of tears,19
19,Taylor Swift,Tim McGraw,1,And thankin' God that you weren't here,20
20,Taylor Swift,Tim McGraw,1,To see me like that,21
21,Taylor Swift,Tim McGraw,1,But in a box beneath my bed,22
22,Taylor Swift,Tim McGraw,1,Is a letter that you never read,23
23,Taylor Swift,Tim McGraw,1,From three summers back,24
24,Taylor Swift,Tim McGraw,1,It's hard not to find it all a little bittersweet,25
25,Taylor Swift,Tim McGraw,1,"And lookin' back on all of that, it's nice to believe",26
26,Taylor Swift,Tim McGraw,1,When you think Tim McGraw,27
27,Taylor Swift,Tim McGraw,1,I hope you think my favorite song,28
28,Taylor Swift,Tim McGraw,1,The one we danced to all night long,29
