album_name,track_title,track_n,lyric,line
Midnights (3am Edition),Question...?,6,Miscommunications, and I,12
Midnights (3am Edition),Question...?,6,Have to say, by the way,13
Midnights (3am Edition),Question...?,6,I just may like some explanations,14
Midnights (3am Edition),Question...?,6,Can I ask you a question?,15
Midnights (3am Edition),Question...?,6,Did you ever have someone kiss you in a crowded room,16
Midnights (3am Edition),Question...?,6,And every single one of your friends was makin' fun of you,17
Midnights (3am Edition),Question...?,6,But fifteen seconds later, thеy were clappin' too?,18
Midnights (3am Edition),Question...?,6,Then what did you do?,19
Midnights (3am Edition),Question...?,6,Did you lеave her house in the middle of the night? Oh,20
Midnights (3am Edition),Question...?,6,Did you wish you'd put up more of a fight, oh,21
Midnights (3am Edition),Question...?,6,When she said it was too much?,22
Midnights (3am Edition),Question...?,6,Do you wish you could still touch her?,23
Midnights (3am Edition),Question...?,6,It's just a question,24
Midnights (3am Edition),Question...?,6,Half-moon eyes, bad surprise,25
Midnights (3am Edition),Question...?,6,Did you realize out of time?,26
Midnights (3am Edition),Question...?,6,She was on your mind with some dickhead guy,27
Midnights (3am Edition),Question...?,6,That you saw that night,28
Midnights (3am Edition),Question...?,6,But you were on somethin',29
Midnights (3am Edition),Question...?,6,It was one drink after another,30
Midnights (3am Edition),Question...?,6,Fuckin' politics and gender roles,31
Midnights (3am Edition),Question...?,6,And you're not sure and I don't know,32
Midnights (3am Edition),Question...?,6,Got swept away in the gray,33
Midnights (3am Edition),Question...?,6,I just may like to have a conversation,34
Midnights (3am Edition),Question...?,6,Can I ask you a question?,35
Midnights (3am Edition),Question...?,6,Did you ever have someone kiss you in a crowded room,36
Midnights (3am Edition),Question...?,6,And every single one of your friends was makin' fun of you,37
Midnights (3am Edition),Question...?,6,But fifteen seconds later, they were clappin' too?,38
Midnights (3am Edition),Question...?,6,Then what did you do?,39
Midnights (3am Edition),Question...?,6,Did you leave her house in the middle of the night? Oh,40
Midnights (3am Edition),Question...?,6,Did you wish you'd put up more of a fight, oh,41
Midnights (3am Edition),Question...?,6,When she said it was too much?,42
Midnights (3am Edition),Question...?,6,Do you wish you could still touch her?,43
Midnights (3am Edition),Question...?,6,It's just a question,44
Midnights (3am Edition),Question...?,6,You might also like,45
Midnights (3am Edition),Question...?,6,Does it feel like everything's just like,46
Midnights (3am Edition),Question...?,6,Second best after that meteor strike?,47
Midnights (3am Edition),Question...?,6,And what's that that I heard? That you're still with her?,48
Midnights (3am Edition),Question...?,6,That's nice, I'm sure that's what's suitable,49
Midnights (3am Edition),Question...?,6,And right, but tonight,50
Midnights (3am Edition),Question...?,6,Can I ask you a question?,51
Midnights (3am Edition),Question...?,6,Did you ever have someone kiss you in a crowded room,52
Midnights (3am Edition),Question...?,6,And every single one of your friends was makin' fun of you,53
Midnights (3am Edition),Question...?,6,But fifteen seconds later, they were clappin' too?,54
Midnights (3am Edition),Question...?,6,Then what did you do?,55
Midnights (3am Edition),Question...?,6,Did you leave her house in the middle of the night? Oh,56
Midnights (3am Edition),Question...?,6,Did you wish you'd put up more of a fight, oh,57
Midnights (3am Edition),Question...?,6,When she said it was too much?,58
Midnights (3am Edition),Question...?,6,Do you wish you could still touch her?,59
Midnights (3am Edition),Question...?,6,It's just a question,60
Midnights (3am Edition),Vigilante Shit,7,Vigilante Shit Lyrics,1
Midnights (3am Edition),Vigilante Shit,7,Draw the cat eye sharp enough to kill a man,2
Midnights (3am Edition),Vigilante Shit,7,You did some bad things, but I'm the worst of them,3
Midnights (3am Edition),Vigilante Shit,7,Sometimes I wonder which one'll be your last lie,4
Midnights (3am Edition),Vigilante Shit,7,They say looks can kill and I might try,5
Midnights (3am Edition),Vigilante Shit,7,I don't dress for women,6
Midnights (3am Edition),Vigilante Shit,7,I don't dress for men,7
Midnights (3am Edition),Vigilante Shit,7,Lately, I've been dressin' for revenge,8
Midnights (3am Edition),Vigilante Shit,7,I don't start shit, but I can tell you how it ends,9
Midnights (3am Edition),Vigilante Shit,7,Don't get sad, get even,10
Midnights (3am Edition),Vigilante Shit,7,So on the weekends,11
Midnights (3am Edition),Vigilante Shit,7,I don't dress for friends,12
Midnights (3am Edition),Vigilante Shit,7,Lately, I've been dressin' for revenge,13
Midnights (3am Edition),Vigilante Shit,7,She needed cold, hard proof, so I gave her some,14
Midnights (3am Edition),Vigilante Shit,7,She had the envelope, where you think she got it from?,15
